reviewText,Positive
My daughter has fun with this app and so do I. I love how there are many animals and sounds. It draws her in and teaches her.,1
"this is like the worst ever. I am 12 and it is the worst I have ever bownlowded,trust me that's a lot",0
My daughter loves puzzles and dogs so she was so excited! But then after we downloaded the accepted button kept disappearing before we could hit it so we were never able to open the game,0
Gave Kindles to my kids for Christmas.  They love to download free Amazon apps for their entertainment!  They enjoyed this app.  My favorite part... It's FREE!!!  Thanks Amazon!,1
I never could get this game to work. I couldn't get past the terms and conditions. I agreed to the terms and conditions and it wouldn't move past the terms and conditions page.,0
he just turned three and he enjoyed it very much. great pics! very cute for learning sounds. and white peacocks do exist!,1
My 2 year old granddaughter really enjoys this app! It is a nice app for the little ones and provides a good amount of learning( I learned some sounds I didn't know).  I highly recommend this app for 1 + 2 year olds - it keeps them busy,1
"This is so cute.I got this so that when my little grandchildren visit,it keeps them occupied!I love this app. Thanks Amazon",1
"hate it's one of those apps that comes with my phone and I can't remove without rooting. when I tried remove it from my memory card, said I couldn't because I don't have administrative permission. I prefer Pandora or Tunein.",0
"Pros: You can play offline.Cons: I installed Slacker, de-installed it as it didn't have what I wanted. When I gave it another try, I couldn't install it. Also, lack of stations.It's one of these great ideas that never work.",0
"I found this radio browsing in the menu on my Blue ray player I was kind of skeptical to go forward, likely I did it, this is an awesome radio the menu is very easy to go to, I could find an amazing variety and selected music, don&#8217;t need to pick or",1
"Having tried many differant &#34;free&#34; internet radio pages, I have since whittled the list down to 2 that I use consistantly: Slacker and Pandora. They both perform very well, Slacker focusing more detail in creating custom stations while Pandora's ",1
"It is SO slow, i just uninstall it, and forgot it. TuneIn Radio is much better. This one, is, &#34;slacking&#34;.",0
"I have been radio plus member for the last 2yr  and today slacker decides that they want to have you subscription billed through Amazon. I can understand logic behind it, given that it is the kindle version ,however now even though I have been billed pre",0
This is on my kindle fire I use it when Pandora was only allowing certain amounts of free listening a month. Great for exploring your music taste finding new bands you may like and the ads are less annoying than the ones on Pandora,1
I find this app fits my moods better.  The variety has been really nice to chose from and listen to.,1
I can understand a commercial every few songs for the free version but increasing commercial counts is annoying when you hear the same ones over and over. The new update plays 2 commercials in a row after 2 songs played. This app is temperamental with th,0
Slacker used to be so much better. You could listen to much more than you can now.Goodbye Slacker.,0
the best way to listen to radio. you like rock?it's there. you like pop?its there. all the music you want is at your finger tips. 5 stars. no don't the best radio app.,1
Slacker I love .I have been listening to Slacker for years now. I can play all kinds of music. I do listen to so much. This music app made it so much easy for me to listen to my music. I make can make a station with only artist I want in it. SKIP AS MANY,1
This is the best online radio so far in my book it it better than pandaro  its easy to pull up and play.,1
Now here is a great music app. My all-time favorite. Slacker Does not slack when it comes to variety and customizing ability.,1
"I am not the happiest camper when it comes to slacker....On my Kindle and Xbox, the app shuts down a lot and freezes...I've tried to uninstall and reinstall several times to get the same thing...Now, slacker as a whole, I like...But the app itself, I don",0
Over Christmas they had Christmas music 24 7 loved it now that the holidays are over i can listen to several stations that i enjoy in stereo with my Kindle HD lots of fun,1
Works great on my Kindle Fire. The app itself is pretty stable and it allows me to listen to my own customized stations or pre-made stations for free. Much better then Pandora or SiriusXM. I decided to subscribe to the service for $4 per month to get rid,1
"I have always been a slacker fan, and now to listen it to on my Kindle its freaking amazing! The sound is perfect, lets me listen to what I want to listen too. I just love Slacker, has so many more options than Pandora!",1
its amazeing app love the music on the app very good app loveee it the music on the app is good very good,1
"I'm addicted to this app. I have it on my kindle fire HD and mobile phone. I hear it all the time. It's my new radio :) slacker radio has the updated music. Pandora is eh compare to slacker radio. Yes, this is an awesome app.",1
"I cancelled my Sirius and use slacker running thru my Droid/car radio. Only complaint I could think of is the X to close ads are too small on my phone and it sends me to their ad site at times. I love how I can block Metallica completely, they are over p",1
I love this as much as pandora radio. Possible even more so. I never heard of it before til my husband found it.,1
Very good selection. Plays perfectly. Not to many commercials. Only shortfall is the Hawaiian station that is on AOL is not available  in the app.,1
the. best app ever so much better than pandora it is so awsome get it so much better than the other radio apps,1
"this app is decent, i'd reccomend over Pandora, doesn't buffer as much as Pandora. of course its sometimes a lil laggy when only on a 3g coverage but no where near as bad as Pandora or other competitors",1
THIS  is not what I was thinking it was. I did read about it. I was mislead...not because of the AMAZON review.,0
"It comes it clear and gives you a wide variety to choose from and is free when it says it was.  You can upgrade, but you don't have to.",1
"This app is Easy to maneuver and tons of music great app, nice selection of tunes. 5 star app all the way.",1
"Check your speed on your wi-fi, because this is a must have!!.. I have been rocken nothing but slacker for weeks. You will lag any radio if your wi-fi is slow and working on things open and closeing. It's so worthy it made my &quot;Must Have&quot; list..",1
i like being able to listen to music while playing my games on the kindle. i would recommend to others.,1
"Whatever the genre this music app. delivers and then some.Surprisingly user friendly.Don't hesitate, A MUST HAVE!Happy Listening",1
"Slacker is a great app to listen to all your favorite music on.  There are three levels of membership, with each offering different benefits.  After just a couple days at the free level, I was so impressed and loved the options offered that I upgraded to",1
Okay I love it really I do but..... I have had to download this app I think 7 times now it just kept freezing up when a really good song came on. But other then that I really like it!!!!!! It's a lot better then Pandora I just wish I could get the full l,1
"Slacker seems to sound better & has easier customization. As usual, the app version is more spartan than the desktop interface.Give slacker a try.",1
i listen to at of internet radio during the day whie i work. I've tried them all. Slacker Ilike due to fact you create your own stations. Music fits the station profile and station creation.Preset stations are pretty good also. This app will make a nice ,1
"So much better than Pandora. There are ads occasionally, but not as much as the other stations, and Slacker has a larger variety of pre-made stations to pick from.",1
Awesome app !! It came on my TB and I tried it out. It's awesome. I love it that I can listen to different genre's of music. Whatever I'm in the mood for. The best feature is the fact if I don't like or want to listen to a song I can skip it.,1
This is my favorite internet radio. This has way better selection of music than Pandora and iHeartradio combined! I love the variety of songs they play and customization. You should definitely download it.,1
I bought a radio latly and thaught that I needed music because Pandora is annoying sometimes I looked and asked my friends and slacker was the top Fav. out of all I reccomend this to music lover!,1
"It always asks for a premium. When I tried to get it, it wouldn't work again. Have fun listening to music for as long. As you have it",0
This app works well for tablets like the kindle fire that will sometimes get into situations where there isn't a wifi network available.  The Slacker radio app lets you cache a station so that you can play your favorite station even when you don't have a,1
Slacker offers a good selection of songs and stations for you to listen to and the app is easy to use on any mobilie device.,1
"Works great on my Kindle Fire HD.  If you want to listen to radio, this is a good one to choose.",1
"whenever I turn nh kindle on, slacker is open even if I didn't leave it on. its a prototype Hal.",0
"I have had a free slackers account for over seven years and was so excited to see an app was available for my Kindle Fire. That excitement was soon squelched by the inability to upgrade to a pay account on the Kindle, constant crashes, despite following ",0
"Slacker is easy to find on my phone and I can listen to songs that I want to hear.  Time is valuable at work, so going straight to songs that I enjoy is fantastic.",1
"love this, I can listen to any music I want anytime I want, I would highly recommend this to anyone",1
so I deleted this because it was freezing all the time!! at first I thought it would be so cool because you pick yurt type of music and tyour favorite artists.... not worth it get pandora,0
"Been using their website for several years, chose it over Pandora because at the time I liked the station options better, not just by genre/artist but by time period.  I haven't revisited Pandora since to see if they've updated because I've been satisfie",1
This is a free station and you have a multitude of genres to pick from. Great service and great music!,1
i have no idea why people keep in saying this app sucks!!! this is one of the best music apps ever its not like Pandora where they choose ur artist on this u get to choose and the best is when u go on long trips that's okay because this doesn't need wifi,1
Best music app ever. Don't even hardly use Pandora. Love love love slacked! Less commercials more music & more variety & skips,1
"I didn't like it because it took forever to create one station, the songs are way off! its hard to like any songs when I want to listen to a song it just makes a station for it instead! not worth the space!! -.-",0
"Since the latest updates. i've had no problems with the app. Songs load quickly, and even transition to the next almost instantly. The rating and ban system is supperior to other apps like pandora. And this has the Crucial feature of letting you review s",1
"easy to use, save all your fav songs....forget all the others this is the one to get if you are an eclectic music lover.",1
I use to listen to pandora until I was turned on to slacker. I work at gym and the radio plays the same 24 hr rock blocks every day. Slacker mixes it up and songs that I or members do not like I can skip past.,1
App works well on my kindle fire. I wish it was a little more &#34;fine tune-able&#34; rather than just radio stations but nice app all the same.,1
puts pandora to shame!! It has so much too it that I can't stop singing it's praises!! I love this program and pay for the monthly with a smile.,1
since you have to pay to listen on Pandora on mobiles now... :( I downloaded this app to listen to music! I'm soooooooo happy! you should download it ;) its awesome!,1
"After trying several streaming audio apps for Android, I have decided that Slacker is the best overall.  Slacker Radio constantly streams, unlike Pandora that randomly plays just a few seconds of a song and then goes to the next. Slacker never seems to r",1
sounds good Wat is better Pandora or slackerdj dj djej sndnnd fjdjn dh dj dj dh dh th dud,1
This is definitely the best radio app I have ever used! It the app that I use more than any other!!! I think that everyone should know about it!!! I LOVE IT!!!!!!!!!,1
I deleted this from my kindle fire because it kept frezzing!!! and that update it was ridiculous!!!!!!! dislike this app so much,0
Being a person who's not into computers this is my first I got it last year I'm a lot behind on my knowledge but how cool to type part of a lyric and the song  plays  it may be simple but it's very cool . Paula,1
"I came across Slacker Radio app by mistake, and I'm glad I did.  I currently have the Pandora, Tune In and I-Heart apps loaded on my Kindle.  I-Heart Radio being my favorite, until I came across Slacker.  I listen to 80's music, both pop and rock and I  ",1
The sounds are good still learning how to tune the channels other than that it is a good site. Will work with it more and really enjoy it.,1
"Slacker is great, I use it all of the time but this update is terrible.  An older version was preinstalled on my phone and I finally got tired of the pop-up about an available upgrade so i did it.  I started regreting it almost immediately.  This new ver",0
I love slacker.  I love to play Christian music and they have it.  I have slacker on three gadgets.  I have ther unpaid version so hear a commercial for slacker once in a while but that is ok with me..,1
this is great for my husband love this so cool all his music and well mine also. so many different kinds of music he will love this.,1
"I couldn't enjoy the music for all messages to sign up for e- mail.  Ever time I tried it turned me down. If I really need this app. I would forgive you, so now I will go back panel.  You idiots. You don't deserve the 1 star but, yes 1 star. If you want ",0
I love Slacker Radio! More variety and a LOT LESS repetition than the other internet radio app. Slacker Radio rocks!,1
"I know this is a rather long review of Slacker, but it will pretty much tell you all about it.I've been using Slacker Radio free on my smartphone for a few months. I upgraded to Premium for the 10.00 a month a couple months ago. I have NEVER paid for rad",1
"I have used Slacker with my computer, but I could not get it to function on my Kindle.  It seemed to install just fine, but then doesn't respond when I open the app.",0
"I listen to it almost daily. There is a wide variety of stations. I first used Slacker on AOL and was ecstatic to see available for my Kindle. Also, it doesn't time you out the way Pandora does - although, I use Pandora, too.",1
"I love this app, due to the fact that you can totally customize this channel to your exact choices and likes..",1
"This is definitely one of the better music streaming sites out there. Although Spotify is the best in the US in my opinion, when you travel, it doesn`t work sometimes, so Slacker is a more reliable option. Slacker has a great library of music and it all ",1
waaaaay too many ads and you cant do anything without it telling you to upgrade!  disappointed in the way this promises more than it gives:(,0
"HTC EVO user here and two-years+ Slacker subscriber. Their license agreements with record labels makes the available selection for artists far better than Pand*ra. The Android app isn't any different than the web interface, which is easy to use and pleas",1
I dont listen to anything else slacker radio personalized stations are awesome while mixing older songs and new ones from your favorite bands,1
"love all the choices, depending on your mood, they have the music for you.so glad i got to know slacker radio",1
The playlists for each station are pretty nice. It seems to do a better job of finding songs with the same vibe to them as your selected artist than most radio apps. The commercial interruptions are not that frequent or obnoxious. I personally use this a,1
I believe the rating says it all. Free music of all types and really easy to use. The only drawback is that you must have the internet to use.,1
Oh I'm having such a dance and sing off listening to this wonderful musical entertainment. Being able to listen to all kinds of music both old and new is amazing and so Crystal clear. I love love love it!!!! :),1
"I've heard this is a useful tool,  but app will not work on the kindle fire.  Would love to use this.",0
Completely solved my problem with being to accept credit/debit cards for my small business without having to purchase another electronic device.  This is the only processor compatible with Kindle Fire.,1
"If you are considering using this service by Intuit, please read the Eula carefully for what little it's worth. Do your due diligence. Search online for ""TurboTax C-Dilla"" (and ""TurboTax 2009's Fraudulent Consent"" and ""Intuit apology"" as well) - read how",0
"The app came to Android on July 31, 2011.  Most of these reviews are before that and most are from June 16th.  Some of the reviews mention iPhone or iPad.  So most of these reviews are not for this exact product.  Also many reviews are not written like n",0
"Even if you do not have the card reader (mine does not read well), I use this app. I can input the credit card information by hand, have a customer sign my phone for the payment, and send a receipt by email or text - or both! I can put a memo for the pay",1
"Use it when ever I process a credit card... User friendly, quick and hassle free. Could not ask for more",1
This app was a waste of a dollar and that's pretty hard to waste nowadays!!Can't even watch the movie just tells you about them...so lame!,0
This would be the worst offer ever made on Amazon. It does nothing but give a description of the movies. You cannot access any to see. Even though it cost only 99c it was robbery,0
"I purchased this app with the understanding that you can watch these100 most......WRONG, WRONG, WRONG!!! You could watch them if you go rent or purchase them from another source, not from this app though. Just a reference list of movies &amp; the actors/",0
"OMGosh,  I am very nostalgic and this app fills the bill for taking you back to those teenage years, when most of these movies scared the daylights out of me.  diana",1
"Dont really like the movies available...wish I wouldn't have downloaded it. Probably won't use it do to the kind of movies that are offered,",1
This is not at all what I expected. I deleted it as soon as I opened tha app on my Kindle.,0
This is not movies to watch. :(  May I have back credits. I removed it in about three minutes. THANK YOU.,0
"I thought these were going to be viewable movies, its not, just a list of movies to watch. Was not what I thought I was getting",0
i cant get the damm thing to work i would love it if it worked please help cause i would love to purchase it but it does not work.,0
"I didn't know the purpose..was it to tell us the top movies to watch?, show the movies to us? WHAT?",0
So disappointed definitely a waste of time and money! This is only a list of movies to watch. You don't get to watch any of them!!!! Only give it a one star because I couldn't give it any less . Please don't waste your money on this!!!!,0
"JUST USE ""AMAZON TEST DRIVE"" it's great. because its an app of information you don't even have to pay for it....THANK YOU ""AMAZON TEST DRIVE""!!!",1
"This is just a listing of movies with descriptions - not even a movie trailer. There is nothing here you couldn't find on the internet for free.  I thought it might have some old movies like some other apps I have like ""Movie Vault - Classic Films"" ($1.9",0
This has to be the best one I have ever downloaded. It has a password protection on it which I love that about this one and its easy to use.,1
I love this app its easy to use great display lots of log options I wish it would do the temperature chart from cycle to cycle not month to month,1
I was not expecting to find an application like this one. It is so nice to have a calendar that is specifically for feminine issues. It helps track your time and symptoms. You won't regret this free purchase.,1
I first got this because my period had started being irregular and I needed a little help figuring out the patterns and determining when my next period was going to start. I've been using this for months now and it really has helped a lot. Even when I ac,1
i have to take medicashion on some days of my cycle this has helped me keep track of it and helps me show my doc no papers to keep up with and loose,1
it is so* freaking addictive and fun I just have so funnnn(:every time I start playing it I cant put it down because that's how detemimened I am to get an even higher score,1
it todally does not work don't waist your time trying to get it to woe it is horrible don't get it. it is a waist of time,0
its so much fun i love to play it so so so so so so fun when im board i will play this game,1
This is a really fun game if your bored get this game u can play it for a long time and its like their isn't a bottom to the board,1
"It is really boring and a waste of time perfect for people without a life, DON'T GET THIS GAME IT'S BORING.",0
BORING!!! i hate this game so much. it is soo boring!! i understand it gwts faster and faster but still. it is way to simple,0
"This app is waaaaaaaaay too easy. If there were levels or something else, it would be OK, but still don't get it. most boring app on kindle. TERRIBLE!!!! Don't get it if your friend pays you. Yeah, it's that bad.",0
its fun at first but then it gets super boring. its really easy too it ttakkes no skill at all. if you're good at tilting the screen then you'll be fine.,0
Played for a total of 2 minutes. I can't see how it could of gotten 3 stars. It is not worth downloading even as a free app.,0
wone tim I wus lik haveig a talnt sho an this musician lik did a magik trik lik with eggs I likd him butt he died cus he didn't win cus,0
"whenever I'm bord I play this game iv gone to level 275 already Iv played it for 4 months already but its your decision,id get it",1
"This game is slow to respond and boring, and had an ad I would not want my children to see, so I installed it in record time.",0
whoever rates this 1 star didn't read the descry dug it never ends you idiot and my 2 year old sis loves to play this thanks for making the great app!,1
"Best game EVER!!! Ya know, when i started it, i didnt know how to play and was like DELETE! But i  figured it out, and i loved it! Great job Team 5 Soft.",1
Sorry but this game is a real bust. It doesn't even qualify being called a game. A game should at least be fun and/or challenging. This is neither&hellip; plus it's really poor quality.,0
"Basically you need to make sure the little ball doesn't reach the top.  It is fun, and easy for my 3 year old.  he doesn't get frustrated with it.  We put the settings so that he can tilt the kindle fire instead of touching the sides.",1
"There's always something to say about keeping things simple. However, this time it's not a good thing.This game is so basic that it gets very old very fast. It doesn't help either that the world always scrolls by at the same rate, and the score creeps up",0
"Yes,I have this app and it's sooo fun :D It does work..I played it hundreds of times,it is so addicting.Oh and btw its FREE people...GET IT :P",1
amazing game this game is fun and addicting. buehdudbibhubxjb dh d Neil ti xhm dbjncbxhx guxguxbxhchhd hdhbdub y y y y y ddy y _ _ ybd y,1
Okay so I actually haven't played this game yet Cu's its still loading but every time I write one it sends it to my dads email and I wanted to say I love him so much! Hi dad.  I thought this would be easier than snailing you so hi ! I love you!!!!!!!! Se,1
"This a very fun game to pull out when you're bored. To be redundant, it is extremely addictive. I absolutely love fall down. :) I have to keep it from my friends or I won't get my kindle back for hours.",1
pretty fun app free an only &frac12; a megabyte.was is not to like!thank you for reading this review!!,1
I'm addictedto this game and all y'all haters are trippin! y'all can find some other game to rate bad cuz this game is funnnnn! I love it!,1
Now this one will make people think you are nuts! ever wonder what every one is doing when they are holding their android app things up and tilting them side to side/ Well now you know! Keep the ball from getting crushed at the top...and the more you get,1
I really suggest you getting this game it is really fun even though you just tilt back. And fourth it is just really fun. DOWNLOAD AND PLAY NOW!!!!!!!!!,1
I have this game on my ipod touch and when I saw it on kindle I was so excited!!! I love it!! please get!!,1
It is a very bad game. Only fun if your soooo bored that you are desperate. Probably more for little kids less for older kids and adults. They didn't make it very good. Presents no challenge.,0
if you have nothing nice te type don't type anything at all you meanies why did you get this app if you said it was boring you should have read the thing that tells you about the app then you should decide and forget about the app and reviews if you revi,1
all it does is you tilt your device and make a round ball.go down lower and lower.until you go over the screen.Do NOT BUY. WASTE OF TIME,0
I agree that this game goes on and on. however this is a very very very very very very very very very very very fun game!!!!!!!!!!!!!  :):):);););):0:0:0;0;0;0,1
Okay I just want to start off saying if anyone wants to waste time being bored this is the game for you and further more I want rather watch a snail snug along than play this game in the first 30-40 seconds I realized that I was more bored playing the ga,0
My granddaughter got me hooked on this game...It is so much fun and a challenge. It is really helping my grandson with his co-ordination.  Great game and a lot of fun.,1
"No thought about it it is  addictive but the skills it takes to get 200points is amazing.  I recommended this game for people who like addicting,fun,  and cool games you might also reconise those game for the i phone 4.  ENJOY!!!!",1
"This App was fair, and my children enjoyed the games and the endless hours of fun. Easy for everyone to play and understand",1
omg i thought the game was boring at fist but then it gets really fun. its a great game to play when you are sitting in the car without Internet. hope my review helped. but seriously get this game.,1
the only reason its given all stars because.......u have to understand the sequence of events of game culture.So do not tease about this sad game........GIVE IT FREDOM!,1
First of all it was free just alot of time was wasted installing and uninstalling the controls are terrible I played it for 1 round and then uninstalled it one word of advice DO NOT PAY FOR THIS APP!!,0
"I tried this game also and played it a few times. I think this and the Falldown 2 Classic could become addicting. It is challenging so try it. It was free, if you don't like it you can always deletel",1
This app is a lot of fun. You half to tilt your device quick so the ball will keep falling. I highly recommend this app.,1
this game is not worth it. the game itself is boring and not addicting at all. don't wast ur time downloading this app.,0
i have a kindel fire and this game dosent give me any problems. i love this game. its addicting. i play it all the time with no problem,1
I downloaded it to my kindlle fire and it completely didn't work it didn't seem that fun though. it was also hard to remove from my kindle,0
I was hooked after the first try. I kept playing over and over again trying to beat my previous score. Great game.,1
Really enjoyable game takes little effort and can get challenging. Its even free so you cant say anything bad about that.,1
this game is so boring all you do is guide the ball were you want it to it is so belong I advise you not to get this ap. if you get this apyou will be bored forever and you will delete it from your device right away.,0
so I downloaded this game and it is nothing like the picture. I thought it would be like that but I guess I was wrong.,0
its a good game dont lissen to all those other freaks thet say it doesent work on kindle fire its great,1
I love it is a great game but some levels are really hard I think you should get it it is fun.,1
I don't like how u just go back and forth!!! its so boring and it goes on and on I don't think it will ever end!!!! also its so touchy when u tilt it it goes so extreme and messes u up!!!,0
"Falldown is perhaps , next to Drag Toilet Paper, the best representative sample of the types of games available  in a watered down software repository.  It is not something to be sought after ,  nor is it something to, in all good conscience, recommend. ",0
this game is awesome just hurry to get the ball off the green parts its so fun and they don't time you:),1
"I have a lot of fun playing this very simple game but boy does it get frustrating. You go from ""too easy"" to ""aaaah no no no"" quickly at times.It is fun to challenge friends especially.",1
"First off I love it, its a simple to learn game that challenges your previous score and let me tell you its not easy.Second, come on people, just look at the thumb nail, its not a 3d shoot em up game with graphics its a game to exercise your hand eye coo",1
It just keeps going and going and going no real point to the app.not even worth reviewing except to keep anyone elese fromwaisting there time!!!,0
"I love this game. I do recommend! Its so fun! Download now! All you do is move your device back and fourth,but that's fun c:",1
This game is awesome. Its so addictive and so tense. It make you so nervous that your going to lose.,1
this game is not the real falldown from ipod/ipad its not the same at all do not get not fum or addicting,0
Everyone should get this game it is really fun. I could play this game all day. This game is awesome!,1
"I was hoping for the classic falldown game that I used to love. At first I thought it was decent until I noticed that the app stimulation was jerky, and didn't run smoothly. Overall I was very disappointed",0
"i know this is probably stupid, but just by looming at the screen i can tell it is not the best game. it looks boring too. and it is",0
I think you should really get this app because its really cool and fun. its really really good and educationally so try it you'll like it truss me.,1
oh my goodness this app suuuuuuuuuuuucksss!!!!! the device does the game for you. do not get- do not get this horrid app!,0
"notice how all the three and under stars have horrible vocabulary, like good bad and ok?  well how about words like almost wonderful, horrible, and not horrible but not exquisite? - btw. I always get 100% on all my tests at school",1
Hate it. Needs no skill to play. Where are the obstacles? Does the speed ever change? Does it get harder? No options?,0
awesome wowoeowowowowowowows I luves. it hahamy brother I hats hate more than anyothing in the world n I don't,1
This game is extremely addicting!!! I fell in love with it!!! Omg for a free game. AWESOME!! 20 characters yet?,1
I'm so tired of just sitting there.All thee is is just stupid stuff and your just going back and fourth.BORING,0
"Addictive and fun games. As with most games, attention span for me is one week. And then I play once in a while. This game needs no manual, no reference cheat sheets. so I like the fact that this is simple and clean. My daughter enjoys it too.",1
this game doesn't have any fun to it. I mean I got bored in just a second. They also need to make the levels shorter. I would not recomemd this game to anyone who likes REAL fun.,0
"The controls didn't work right on my galaxy tab, it acted like it was always tilted one way and wouldn't go the other way. Frustrating to say the least. otherwise it seems ok.",0
I mean mantel it shut down my kindle and I had to wait for the battery to run down but most of the time it also,1
I am giving this game five stars because everyone that has written a review can not spell for crap. Which means this game might be above their intelligence.,1
Worst game I have ever played. Wast of time the ball falls super slow and the levels are freakishly long.,0
ewwwww this game is awful. It put me to sleep. donor buy this lame exuse they call a game read the comments this game ducks.,0
Sometimes it is nice to have an app where no thinking is required and anyone from the very young to the very old can play,1
I loved it on my old ipod but unfortunately. it broke but then I got my kindle and Mt favorite game ever!!!!!!,1
this game sucks so bad all you do is tilt it sometimes the tilt does not even work this game isn't worth your time,0
I at first thought when I first saw the pictures of this game it was going to be one of those cheesy old time arcade games. but when I played it I fell in love with it. plz do get this app.,1
when ever I go it always makes me force close the app and I cant play the app at all I try downloading again and it still doesn't work when I download the app again,0
"I first looked at the app reviews and one of them asked why it had four stars because they thought it was terrible.Then I saw a lot of other reviews about it being the best app ever, so I wasn't really sure what to exspect. Anyway, the app is fun and is ",1
"A very nice little draw/paint program. Even has an undo button, unlike a lot of free drawing programs.A good selection of brushes.If you want a nice little doodling program then give this a try.It would help if those who review Android apps would indicat",1
"It was an ok drawing app until it froze the background color.  It has the basic brush types (round, square, spray etc.) You can choose colors and sizes for your brush. However,  when I tried to change the background color it froze on the third color choi",0
Even the kids have a good time with this one no matter how old they are. Take it to appointments with you. I guarentee you won'thave to wait. When ever you have something to do and aren't bored it seems like they take you in right away. Try it.,1
this is agreat game i find myself stuck to it awesome its a great time saver i love it don't hate on this app,1
When I tried it the first time I thought it is not hard so I was on the part where you have to press red white blue and green I pressed the colored letters and I lost but then I tried it a different yay and still did not work so I stopped playing this ga,0
I dislike this app because it is not very funny.  It's not even to see if you are smart. I think any app would be better than this. Now you know why it's FREE.,0
"got past first level and then got stuck! no matter what I do, it doesn't let me past that question! don't wast time or memory on this thing! :/HOPEFULLY THIS WAS HELPFUL",0
this game is so stupid! if u bother to get this.. u will regret it and delete. so don't get it and save 20 mins of your life.,0
"I only got this because I didn't want to spend money for the moron test. The game has almost all of the same questions as the Moron test, and it looks like these people did this on word 1997 there are no pictures or any background its just unapealing. Th",0
I completed the game but it was very challenging. A game like this deserves 5 stars even though it was short.,1
when I read the reviews I thought that cant be that bad but it is so don't get but nobody is going to stop you,0
after the 6:45 clock don't press the arrow that says checkpoint instead look for the next written to the side of the screen in small letters press that and you go on to the next question which is not a repeat question I hope this was helpful,1
This game is not fun at all!!!! After about 10 questions this was uninstalled. I think the Moron test is way better. I would rate this a zer0 if I could. Boringest game EVER!!!!!!!,0
I finished the app so I know what to do. At the white screen were it says FINISH. Press it. I know it says that  u failed but it's a trick. On the right hand corner in red but really tiny it says FINISH.then u have finished the game. YOUR WELCOME,1
"This seems like its supposed to be good but its soooooooo not. pathetic copyoff of moron test (which is actually good. moron test, that is)",0
The game is the same every time. There's 4 or 5 questions that you have to answer. You loose every time. I know  this because me and my sister did a test on it.,0
I was playing this app and I acidently hit back and it made me restart so I did but then it kept saying I got the Answer wrong when I gave the same answer as before.Bad app. and as said before copy of Morin test.,0
okay I know this might be really stupid and I am a loser soooo the first stupid question kept on calling me a loser.  I HATE THIS GAME SSSSSOOOOOO MUCH!!!!!!!,0
"I enjoy this app and i have no idea why so many people cannot figure it out. Yes, it takes some OBSERVATION of every screen you meet and maybe some patience, it is still possible to beat the game if you are smart enough. It will call you a dummy until yo",1
It's. horrible! I didn't get it Cu's I read that it was a total ripoff. it's a copycat and boring game!! just remember that u not a moron or idiot or a loser cuz that game is a total lie and copier justso u no!!!!!,0
THIS GAME SUCKS. ITS JUST A COPYCAT OR THE MORON AND STUPID TESTS. DON'T BUY IT ITS JUST A WASTE OF YOUR KINDLE SPACE,0
How do the finish to finish is when it says loser there's a finish in the corner you wok n lol,1
I played it until I got to the press number six page I couldn't get it it's also a copy of the first game the Moran test and the stupid test also its calls you loser if you fail!  Deleted it with a hour of use. Do not get this app,0
So cool and funny is like your in funny town my life is so cool with this thing us ha,1
this app is fun if you have nothing to do. i have beat this app so i decided to test my friends! this app will get you hooked and you wont want to stop until you beat it.,1
this app is plain and a rip off of the moron test it just looks like something a child made AWFUL APP DO NOT DOWNLOAD UNLESS YOU LIKE STUPID GAMES thank you,0
"The game is interesting.... for five minutes. Then, you get a question wrong, it says &quot; LOSER! YOU FAIL!&quot; and then you have to start over. And when I say start over, I don't mean start the level over. I mean THE WHOLE GAME! then, you have to do",0
This WIDGET is all I need........................................................)............... Get it it is a widget and not an ape I hope all the people that complain of not opening know how to operate a smart phone,1
I use this app every day. It's a very convenient app since I keep it on my desktop. I highly recommend it.,1
"This app did nothing for me.  In fact, i deleted it pretty soon after installing it.  Sorry to the developer that i can't say anything positive.",0
"I got this because the icon says 76%, not rounded to the lower tenth, however the widget only shows remaining life in increments of ten. Very misleading.",0
I keep the icon on my main home screen so I can easily control GPS and WIFI. Also shows what apps and tasks use the most battery.,1
does exactly what it claims and is far more accurate than stock battery icon in the corner (galaxy tab). often my stock battery icon will show full battery all the way down to 80% or so but this shows you how much you actually have.,1
"This does what it promises to do and is a simple and small widget. Not sure why all the haters gotta hate, if you don't like the permissions then don't load the app. It works just fine for me!",1
"Installed it so i could have a visual as well as a numerical display of remaining battery but it doesn't refresh, i plugged my phone up to the charger and completely charged it but the widget showed it was still charging and only at 56%, uninstall lg est",0
I know you can dig around in settings to find out the amount of battery remaining and what is using up your power. But to know your usage at a quick glance is beneficial. This does not tell you what is using up your power but will give you a snapshop of ,1
Just what i needed.  i dont know why there is no option to display battery life percentage on the Android os.  the little green battery that changes to orange isnt very useful,1
I've used this app in my last two smart phones. These new Smart phones take so much power and most times need recharging befor the end of the day. This app keeps you up to date on the battery status. Recommend to all.,1
why does a battery indicator require my gps location how crazy is this bull crap if you think about it.,0
This is the first app I've ever downloaded that I wasn't able to open in the year that I've had this phone. Lame. HTC Incredible 2.2 Froyo.,0
"not only does this application not work, but it occludes important safety issues surrounding xray use from the public, which is a real travesty. this app should be removdd from the app store",0
SHOWED THESE TO FRIENDS MOST OF THEM GOT FOOLED BUT ONE ****** GUY CAUGHT THE TRICK LOL NICE FOOLIN APP.,1
